instanceID, capacity, shortageCost, simulatedSolutionValue, simulationRuns, milpSolutionValue, milpOptimalityGap, cuts, milpMaxLinearizationError, simulatedLinearizationError,cplexSolutionTimeMs, simplexIterations, exploredNodes,instance,n_items,coeff_of_var
633901ea1254618947c63c39bca00b1903034fd130f12f3a7f24a32a0527cc2e,11247.371470678978,10.0,19891.59559576056,100000,19891.190585073768,8.881465157612798e-05,4,0.0,0.0020360894873648,5956650.0,1585,481,P05_UNCORRELATED,500,0.1
20e4ae28fd9f762850912fcc33f5a5c7b01366965bd944f0b243acf393fa022c,13736.724653952377,10.0,22012.36672460026,100000,22012.300141729327,0.0055068199663255,3,0.0,0.0003024793824518048,6506479.0,1039,655,P05_UNCORRELATED,500,0.1
70fe4ed0a9b2620ffa208f62a5c8bc1b5b1849a31c4d9db0d4b3451052d85c2f,16609.75342993476,10.0,22946.39155769276,100000,22944.2757130603,0.0077107891403949,1,0.0,0.0092208163847583,4541963.0,1351,750,P05_UNCORRELATED,500,0.1
079d4f865fcc58c50f0463befdfd593eada722ecb8c39e9deee6c2fb480f47ee,19132.71134489918,10.0,24096.66697180741,100000,24096.36232362768,9.419704480076011e-05,1,0.0,0.0012642751800304,5779663.0,861,229,P05_UNCORRELATED,500,0.1
50337f0e9b0fd257a30352272c671fcb6cb617e419afbe92229abf50322d24e2,20669.894582947145,10.0,24340.219585138995,100000,24340.258429176945,9.494801609837476e-05,1,0.0,-0.00015958786983951776,3044657.0,888,248,P05_UNCORRELATED,500,0.1
e6f76fd9f22449f36322421ad2b661c1c6a26682eec3b9a2fbc7044d0f981a5a,22435.1930755011,10.0,25530.71799656788,100000,25530.286693802875,7.477444094737383e-05,2,0.0,0.0016893483570025,3727357.0,243,127,P05_UNCORRELATED,500,0.1
82e9f7cee496652884445bfb5a274c4a9c308b515774cffaba0633de02557170,2224.9587762685724,10.0,8330.404969890913,100000,8330.709002012998,7.471621146169312e-05,3,0.0,-0.0036496679715331,7139744.0,1508,451,P05_UNCORRELATED,500,0.2
bc794b568614f35e2aa53ae9921ad5f645710dbbb5b55a9f0608dc9056cd4368,4553.66721449218,10.0,12200.276466307152,100000,12199.411506486966,2.9146308867215528e-05,5,0.0,0.0070896739313664,7892399.0,1669,515,P05_UNCORRELATED,500,0.2
5bf407146ad3387aeefb8cdb90c3fd78099c63d8dc04ff88eecd64c2704fc5b1,6587.89915529402,10.0,14937.446260360532,100000,14936.973912595897,6.228593845907798e-05,2,0.0,0.0031621721437761,7451825.0,1013,692,P05_UNCORRELATED,500,0.2
286396ba52dcd830ea13db32d470ba22ee189cf3b5bc22a701158bd9d21b5240,9299.966308407971,10.0,16973.549959683085,100000,16972.829648364906,9.840538714447016e-05,2,0.0,0.0042437281528585,5440989.0,559,564,P05_UNCORRELATED,500,0.2
e9130caf04b8a477e9206d992a6c7f1823ba7a3cf611fe79ea5e8ed63c23ff5a,11247.371470678978,10.0,19767.004589545253,100000,19766.33166634093,2.1366676037378946e-06,5,0.0,0.0034042750446568,7130566.0,464,358,P05_UNCORRELATED,500,0.2
3402fe7526ade6d18946b2a8ea8ded5bd74c58e5a6ec416d13a6a878433bb119,13736.724653952377,10.0,21893.546852864456,100000,21893.492887812445,0.011044142031826,2,0.0,0.0002464883939272496,4895671.0,682,500,P05_UNCORRELATED,500,0.2
ed80694cf21eb3af3551609739c271475ffb3e593e178a5537c43c5cdc6aae4a,16609.75342993476,10.0,22289.460208881486,100000,22281.98617583807,0.0376718343627752,1,0.0,0.0335316915410978,2547158.0,1213,656,P05_UNCORRELATED,500,0.2
1e381dd97dd7799ffec5e727c8c44c246567e53a2d5a4dc6f87a234ecffcb43c,19132.71134489918,10.0,23993.08144901611,100000,23992.349141959938,4.211854592050554e-05,4,0.0,0.0030521592556943,6569926.0,322,160,P05_UNCORRELATED,500,0.2
281f1f5b69ecb426e4f64375ca2ff19d10d2e932dccad7ef6b8d184c41e1863f,20669.894582947145,10.0,24264.989546042256,100000,24265.348809011262,6.829002434839973e-05,3,0.0,-0.0014805815940223,5845564.0,1017,280,P05_UNCORRELATED,500,0.2
e61b93981acedabdfed793bbd549cc157e2df86c6690c89179d0b57a86a0ee95,22435.1930755011,10.0,3977.0764172295794,100000,3977.07641722958,5.432099522640766,0,0.0,-2.2868424097480124e-14,1150887.0,933,415,P05_UNCORRELATED,500,0.2
83923362b1f789f382e85559452b234e34556d9e37dd3dfe994005b55818b779,112.63131849856067,10.0,563.2039364657753,100000,563.1645983946614,7.844108011516186e-05,0,0.0,0.0069846939211298,357.0,119,18,P05_WEAKLY_CORRELATED,25,0.1
91c8dafed84a1b4a42cfcbb0911a89f3eaa2957fd5705f36c23017b2821b1370,200.6377911389312,10.0,1217.3269658229049,100000,1217.32465599343,3.960034939032304e-05,0,0.0,0.00018974602055773368,446.0,194,27,P05_WEAKLY_CORRELATED,25,0.1
3650bccff904b9db6bf888091ca53e88fe7df5439ead41a8697e2f8ee53d7602,278.8633363153005,10.0,1323.890558533204,100000,1323.9049429425631,9.864746258546022e-05,0,0.0,-0.0010865255640933,617.0,125,10,P05_WEAKLY_CORRELATED,25,0.1
